: -0.0000000000000000000000000000000000000000000147035896759, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000893912812718, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000967153431548, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000410545788157, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000820594832261, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000001177243428103, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000001204517577844, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000996176968352, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000685116382117, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000935364564029, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000898106208611, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000001061923575784, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000853654262222, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000339402120235, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000588579093896, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000816841033833, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000483655508789, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000722787583058, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000975469261822, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000926497323295, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000662516429199, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000962721368131, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000945961486792, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000620760373844, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000001296634108398, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000280080946014, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000963355705718, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000665766364392, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000809514263759, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000040456377965, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000001094224717658, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000465676001337, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000490796189557, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000993174279632, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000188857698481, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000596658260727, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000410638089243, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000292209942587, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000560441191745, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000721228533931, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000001096972677313, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000616882270073, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000794174384781, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000001203399727226, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000718432397818, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000864019182181, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000028217153930, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000055691438600, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000077657470429, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000887229082488, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000933761822282, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000672470507291, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000158617147216, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000431543185530, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000883377469345, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000543155345657, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000775767986185, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000497777104244, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000767511324121, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000808364733518, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000076107493913, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000992295904623, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000407357769209, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000474394473041, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000457350804451496570006371, 00000000 00000000 00000000 00010000
: 0.0000000000000000000000000000000853069869154652675127376, 00000000 00000000 00000000 00010011
: 0.0000000000000000000000000000000004384246693951229542719, 00000000 00000000 00000000 00000101
: 0.0000000000000000000000000000001016863503134701189115333, 00000000 00000000 00000000 00010100
: 0.0000000000000000000000000000001217666694834007946636320, 00000000 00000000 00000000 00010101
: -0.0000000000000000000000000000000428047912792287687684633, 11111111 11111111 11111111 11110001
: 0.0000000000000000000000000000000780536946714771149152184, 00000000 00000000 00000000 00010010
: 0.0000000000000000000000000000000849758191655376527377608, 00000000 00000000 00000000 00010011
: -0.0000000000000000000000000000000790534891367494251739017, 11111111 11111111 11111111 11101110
: -0.0000000000000000000000000000000403737166634478174979536, 11111111 11111111 11111111 11110001
: 0.0000000000000000000000000000001053790489382590689419810, 00000000 00000000 00000000 00010100
: -0.0000000000000000000000000000000502938671139597256600558, 11111111 11111111 11111111 11110000
: 0.0000000000000000000000000000000802097574381135812544550, 00000000 00000000 00000000 00010011
: 0.0000000000000000000000000000000602525791883923765439220, 00000000 00000000 00000000 00010001
: -0.0000000000000000000000000000000684491625115279350017842, 11111111 11111111 11111111 11101110
: -0.0000000000000000000000000000000156891021306869397101880, 11111111 11111111 11111111 11110011
: -0.0000000000000000000000000000001241672306005260677303067, 11111111 11111111 11111111 11101011
: 0.0000000000000000000000000000001254290877632871107290468, 00000000 00000000 00000000 00010101
: 0.0000000000000000000000000000001235692710321477276697435, 00000000 00000000 00000000 00010101
: 0.0000000000000000000000000000000384757414491329022537602, 00000000 00000000 00000000 00001111
: 0.0000000000000000000000000000001302992263200629762763713, 00000000 00000000 00000000 00010101
: -0.0000000000000000000000000000000379488481692049445158039, 11111111 11111111 11111111 11110001
: 0.0000000000000000000000000000000162497795686168256550356, 00000000 00000000 00000000 00001101
: -0.0000000000000000000000000000001184144498118130380169990, 11111111 11111111 11111111 11101011
: 0.0000000000000000000000000000001032510533015459668314516, 00000000 00000000 00000000 00010100
: 0.0000000000000000000000000000001186090136108318154904093, 00000000 00000000 00000000 00010101
: 0.0000000000000000000000000000000454906502047892616190427, 00000000 00000000 00000000 00010000
: -0.0000000000000000000000000000000658026028514134210929175, 11111111 11111111 11111111 11101111
: -0.0000000000000000000000000000001068209178629279349578731, 11111111 11111111 11111111 11101100
: 0.0000000000000000000000000000000393083416598153362417477, 00000000 00000000 00000000 00001111
: 0.0000000000000000000000000000001287961903409530048734810, 00000000 00000000 00000000 00010101
: 0.0000000000000000000000000000000935379647219774236288894, 00000000 00000000 00000000 00010100
: 0.0000000000000000000000000000000194925151833136823525240, 00000000 00000000 00000000 00001101
: -0.0000000000000000000000000000001108057467098860314584515, 11111111 11111111 11111111 11101100
: -0.0000000000000000000000000000000146062562867980059406992, 11111111 11111111 11111111 11110100
: -0.0000000000000000000000000000000895749447827690646462463, 11111111 11111111 11111111 11101101
: -0.0000000000000000000000000000001239231396377755651196013, 11111111 11111111 11111111 11101011
: -0.0000000000000000000000000000000994628327889991644103201, 11111111 11111111 11111111 11101100
: 0.0000000000000000000000000000000442664623464007700122901, 00000000 00000000 00000000 00010000
